"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"CYP2B6",20.6699571289533,-2.35355522963647,0.239334165297716,-9.83376204023693,8.05521696410885e-23,2.19586341045378e-21,"DOWN"
"OGDHL",176.026873922518,-1.16667698520344,0.196450932865791,-5.9387704002428,2.87167704086869e-09,1.59010957964692e-08,"DOWN"
"STPG3",18.9865362293486,-1.01914561722164,0.144513851551084,-7.05223482927781,1.76066730047588e-12,1.59540522331825e-11,"DOWN"
"NA.48",NA,NA,NA,NA,NA,NA,NA
"AKR1C4",33.7044665379109,-2.1037266953413,0.257148409154986,-8.18098273387863,2.81538249559128e-16,4.16347649632547e-15,"DOWN"
"MAGEA1",92.2240747930065,-2.80600680273551,0.441250650948491,-6.35921283448274,2.02790261994155e-10,1.36343049207592e-09,"DOWN"
"SMOC1",1222.91507270131,-1.01726245626863,0.213213750303438,-4.77109217778354,1.83229658355298e-06,6.48819137610769e-06,"DOWN"
"SYCP1",0.54274682503571,-1.87586149816361,0.574241940918812,-3.26667448769442,0.00108818724444778,0.00238143330381195,"DOWN"
"MUC2",74.8063677143099,-2.69630030906112,0.260361416142856,-10.3559903345345,3.93097152265307e-25,1.28770699072321e-23,"DOWN"
"PAX9",707.001556901095,-1.03413862514419,0.152258998106886,-6.79197051078866,1.10612162611199e-11,9.00560426672884e-11,"DOWN"
"CES1",6990.87349831356,-1.63014594146774,0.177333288192684,-9.1925546414979,3.83620480576875e-20,8.48711326552086e-19,"DOWN"
"CSAG1",193.542932577744,-1.05594501269603,0.361506741105281,-2.9209552482135,0.00348959949225739,0.00694180278664919,"DOWN"
"NA.49",NA,NA,NA,NA,NA,NA,NA
"NA.50",NA,NA,NA,NA,NA,NA,NA
"STUM",466.719342532069,-1.21869321775986,0.215383820370776,-5.65823939635723,1.52933714887191e-08,7.58288231204844e-08,"DOWN"
"PNLIPRP3",6.10232526200739,-1.01745046515883,0.407052019065983,-2.49955882172863,0.0124348053940056,0.0222008603036148,"DOWN"
"RIPPLY2",2.08097247929803,-1.58076820301175,0.439866577522302,-3.5937447485007,0.000325959174498895,0.00078203720706031,"DOWN"
"C10orf62",0.611102052776993,-1.02046832199846,0.285781333847708,-3.57080117255756,0.000355890979867992,0.000847900145288722,"DOWN"
"NA.51",NA,NA,NA,NA,NA,NA,NA
"BTBD17",2.34434342893725,-1.12169551145596,0.289815804900829,-3.87037384603572,0.000108668580094735,0.00028457064283575,"DOWN"
"NA.52",NA,NA,NA,NA,NA,NA,NA
"MCCD1",3.48924696804071,-1.4730809353152,0.383857370518021,-3.83757366265301,0.000124255967182449,0.000321501799595528,"DOWN"
"TRIM40",5.36131807512615,-1.35344402149291,0.294079309297555,-4.60230957671173,4.17831524268398e-06,1.39284320840009e-05,"DOWN"
"SPDYC",12.719845824512,-1.21804395645659,0.265957182951005,-4.57984981996513,4.653099205864e-06,1.53926606621682e-05,"DOWN"
"NA.53",NA,NA,NA,NA,NA,NA,NA
"NA.54",NA,NA,NA,NA,NA,NA,NA
"NA.55",NA,NA,NA,NA,NA,NA,NA
"LINC00634",11.5091468141905,-1.07405225000015,0.142668748974282,-7.52829374142587,5.14076420666796e-14,5.76848791895021e-13,"DOWN"
"GMNC",10.9396284601175,-1.2183126905518,0.290859182206246,-4.18866848662151,2.80595946751697e-05,8.11799851289495e-05,"DOWN"
"NA.56",NA,NA,NA,NA,NA,NA,NA
"NA.57",NA,NA,NA,NA,NA,NA,NA
"KRTAP3-2",0.512193117506923,-1.01548579707982,0.379225544915571,-2.67778848417476,0.00741100020318281,0.0138505901774126,"DOWN"
"NA.58",NA,NA,NA,NA,NA,NA,NA
"MAGEA12",252.330410613159,-1.07096778229374,0.425838352548815,-2.51496319174533,0.0119044811761486,0.0213263090628964,"DOWN"
"NA.59",NA,NA,NA,NA,NA,NA,NA
"NA.60",NA,NA,NA,NA,NA,NA,NA
"NA.61",NA,NA,NA,NA,NA,NA,NA
"CEACAM18",0.728314776826278,-1.51585766483876,0.677545066207625,-2.23727946736203,0.0252680803278397,0.0423088963021959,"DOWN"
"NA.62",NA,NA,NA,NA,NA,NA,NA
"NA.63",NA,NA,NA,NA,NA,NA,NA
"NA.64",NA,NA,NA,NA,NA,NA,NA
"NA.65",NA,NA,NA,NA,NA,NA,NA
"NA.66",NA,NA,NA,NA,NA,NA,NA
"NA.67",NA,NA,NA,NA,NA,NA,NA
"PNMA6E",7.97060257899951,-1.12473635375333,0.392082520336525,-2.86862151566452,0.00412264802012479,0.00809291293788421,"DOWN"
"MUC5AC",4860.58933059668,-1.26903691931844,0.281180513657423,-4.51324632283935,6.38428007636791e-06,2.06327313826044e-05,"DOWN"
"NA.68",NA,NA,NA,NA,NA,NA,NA
"KCNU1",30.5340744069114,-1.69115126941453,0.409797484446744,-4.126797585636,3.67849900294604e-05,0.000104363353808474,"DOWN"
"NA.69",NA,NA,NA,NA,NA,NA,NA
"SCRT2",0.623934563924009,-1.3464324168863,0.42898109192851,-3.13867543866172,0.00169713308837974,0.00357261270392153,"DOWN"
"NA.70",NA,NA,NA,NA,NA,NA,NA
"GCGR",9.49442300431355,-1.03278942745518,0.19337504279658,-5.34086204982315,9.25056315643557e-08,4.06545042800644e-07,"DOWN"
"NA.71",NA,NA,NA,NA,NA,NA,NA
"NA.72",NA,NA,NA,NA,NA,NA,NA
"SP9",8.58285007211014,-1.70838856335874,0.408946992651516,-4.17753057011608,2.94691066944562e-05,8.48673697667916e-05,"DOWN"
"NA.73",NA,NA,NA,NA,NA,NA,NA
"NA.74",NA,NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA,NA
"CKMT1A",130.870866758857,-1.12515524263146,0.156133746230299,-7.2063552550122,5.74693507168864e-13,5.5755854396358e-12,"DOWN"
"NA.76",NA,NA,NA,NA,NA,NA,NA
