"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"PARVG",835.092309980047,1.2085771100443,0.0668517458833438,18.0784674218271,4.70991595075047e-73,5.54999907253212e-71,"UP"
"CD27",260.046509256592,1.39836695844068,0.0923307323146918,15.1451951412517,8.15123222462262e-52,5.10774203881369e-50,"UP"
"GLIPR1",931.436890876418,1.04223034800858,0.0696319983457698,14.9676926236297,1.19392130227486e-50,7.10136810140376e-49,"UP"
"PTPRQ",21.2485430132297,1.18853872600785,0.173817485322718,6.83785479810129,8.03878123342537e-12,8.38144714465542e-11,"UP"
"GPR84",158.85106472028,1.4325185931278,0.0988871990264286,14.486390627213,1.47702802536542e-47,8.04465031489724e-46,"UP"
"NA.12",NA,NA,NA,NA,NA,NA,NA
"ITGB7",282.023749955068,1.18466149235267,0.0731219830603387,16.2011674570576,4.94787465090384e-59,3.94482465784401e-57,"UP"
"RTN1",337.441413119132,1.20757190780165,0.0932996928422766,12.9429355125858,2.57595242052245e-38,1.07730010158278e-36,"UP"
"GPR65",246.721118096612,1.44488664996755,0.0640085585212197,22.5733352437323,7.92379161966098e-113,6.185839991082e-110,"UP"
"HDC",146.261543985143,1.02901167802967,0.12206822376805,8.42980790795293,3.46233095717505e-17,6.4419297729525e-16,"UP"
"PSTPIP1",420.006381309025,1.43324551272127,0.0651637310418946,21.9945280880221,3.24894530668195e-107,1.8446133110907e-104,"UP"
"BCL2A1",504.950382562194,1.3145651095985,0.0856026283339996,15.3565975155506,3.19930427055759e-53,2.08857717119049e-51,"UP"
"HAPLN3",928.737726135412,1.08392637409682,0.0764073758821587,14.186148412799,1.11623303597875e-45,5.82555491980442e-44,"UP"
"ITGAX",2256.07642639754,1.24250097343808,0.0759778253053046,16.3534685080192,4.10909661423542e-60,3.37666816510153e-58,"UP"
"IGSF6",1188.32538844029,1.5201060073604,0.0740467298930259,20.5290093101541,1.18567566236613e-93,2.92300252764365e-91,"UP"
"IRF8",1297.08693417466,1.46396667484238,0.068339634295359,21.4219272598858,8.34633023974848e-102,3.3994965950419e-99,"UP"
"PIK3R5",711.356255189399,1.18577614183638,0.0668300518376837,17.7431575949752,1.94681148540042e-70,2.06076045143855e-68,"UP"
"MYO1F",1702.15931642029,1.2399786636612,0.0573394717861583,21.6252195047343,1.04021421747665e-103,4.75352526308352e-101,"UP"
"SIGLEC10",445.398523951227,1.49401968690561,0.0827953984400082,18.0447188497818,8.68051000890558e-73,1.01017413370717e-70,"UP"
"NA.13",NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA
"FCN3",501.76216505409,1.03922508923139,0.138658284297565,7.4948647640929,6.63667542463385e-14,9.05642758601165e-13,"UP"
"C1orf162",978.220617621143,1.22142631265446,0.0659921505763475,18.5086605298819,1.75818415404145e-76,2.35295273643719e-74,"UP"
"CD53",3385.21342553004,1.45120582221925,0.0585213733243474,24.7978770794752,9.45033123467427e-136,4.42653515032143e-132,"UP"
"XCL2",37.095654804266,1.73318803666219,0.108023491395268,16.0445474801429,6.24121878516652e-58,4.7342297635174e-56,"UP"
"FCRL5",721.902537707086,1.07634479959943,0.130646791163691,8.23858580844015,1.74258064164359e-16,3.0513075609191e-15,"UP"
"PTPN7",839.008048526536,1.44672609777157,0.0629828397882041,22.9701630259378,9.26632924138994e-117,9.13757603508852e-114,"UP"
"NA.16",NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA
"MARCHF1",845.830987265831,1.11172278579995,0.0599715851801288,18.5374920883084,1.02910018260167e-76,1.41773683979595e-74,"UP"
"GZMA",578.485727528859,1.79368882426498,0.0968048143514627,18.5289216892949,1.20681127340438e-76,1.65042452689814e-74,"UP"
"TIMD4",43.192576962403,1.42196351244622,0.124052593595848,11.4625859180248,2.03351111988258e-30,6.68418672668772e-29,"UP"
"PLA2G7",807.954798646839,1.068206982518,0.0887226666440037,12.0398430629249,2.19372580005332e-33,7.85882343973214e-32,"UP"
"FGD2",752.524566577778,1.33394098731342,0.0673745594332749,19.7988825238182,3.04370847298356e-87,6.00283388945473e-85,"UP"
"SCML4",129.510324447796,1.71401064655369,0.0937188590790045,18.28885523573,1.01524815353056e-74,1.25971453010256e-72,"UP"
"GPR174",220.053881051103,1.86006112093215,0.0855182421616803,21.750460181531,6.83903542467548e-105,3.203404192918e-102,"UP"
"IL2RG",658.296032673911,1.29210582871136,0.0845541363314243,15.2814029540404,1.01726881611044e-52,6.57225811677423e-51,"UP"
"NXF3",51.130702596954,1.2007437607464,0.169154584738264,7.09849965109924,1.26118506237141e-12,1.4613211705993e-11,"UP"
"CHRNB3",1.60416554832348,1.04916189705075,0.227877764401258,4.6040555988751,4.14341768128855e-06,1.62748582131284e-05,"UP"
"CHRNA6",12.1409232613062,1.04440287852498,0.104843782438486,9.96151468626908,2.24614161697415e-23,5.78868078894465e-22,"UP"
"DOK2",808.574397742876,1.41196603828663,0.0708911061385696,19.9173932414976,2.87577324192054e-88,5.92093268798057e-86,"UP"
"DNAJC5B",136.85611128918,1.39434314585426,0.0934235843681678,14.924958780851,2.26775679577975e-50,1.34033726579588e-48,"UP"
"ATP6V0D2",113.760607534802,1.17412830773767,0.126463749987878,9.28430722519473,1.6276253453069e-20,3.7053691943706e-19,"UP"
"NTRK2",290.573942961767,1.24146412519823,0.158029751048692,7.8558886346389,3.9694765410635e-15,6.08112121613784e-14,"UP"
"TMEM236",85.8401130231997,1.12870445923967,0.1131946348406,9.97136004572225,2.03423912516882e-23,5.24979397371391e-22,"UP"
"NA.18",NA,NA,NA,NA,NA,NA,NA
"SAA4",5.47232716094348,1.03499854181273,0.221208159843499,4.67884431815255,2.88496381650764e-06,1.17378245528962e-05,"UP"
"SCGB1A1",2150.44387800401,1.65851357682796,0.260813455712016,6.3590031131647,2.03067292336024e-10,1.73018135025364e-09,"UP"
"MS4A3",1.77308700586601,1.36365056102945,0.212712133830007,6.41077937810185,1.44777581119192e-10,1.26814060769013e-09,"UP"
"OCSTAMP",2.19542681333047,1.29645315243629,0.192542776798711,6.7333253108302,1.6582872894744e-11,1.67131095511524e-10,"UP"
"FERMT3",1847.95349644159,1.28929607220869,0.0621850032127647,20.7332315767097,1.73723704641812e-95,4.78659901495438e-93,"UP"
"NA.19",NA,NA,NA,NA,NA,NA,NA
"FCGR1A",303.786241180304,1.45481522347487,0.0791769497672849,18.3742266878281,2.11297755460511e-75,2.69311207231845e-73,"UP"
"CD226",225.994413814048,1.37392855422695,0.0693354616916196,19.8156689334199,2.18090602893939e-87,4.34696333597962e-85,"UP"
"RGS18",114.781455538213,1.39809233745608,0.0826839965295454,16.908862611116,3.87107311185207e-64,3.64464451375178e-62,"UP"
"PTPRO",345.528043061815,1.26572121744484,0.0841489513624142,15.0414377951498,3.92922349899718e-51,2.39019258042894e-49,"UP"
"TDO2",275.69766111267,1.013717918341,0.105431490186001,9.61494442080457,6.91466836558586e-22,1.67165453545312e-20,"UP"
"CYSLTR2",105.92400601178,1.10780653995624,0.0802746554229265,13.8002029920872,2.54136006584188e-43,1.24646393176999e-41,"UP"
"KCNK13",79.7517594944795,1.04908083895353,0.0879005271477562,11.9348640218059,7.78860633383291e-33,2.75334581642818e-31,"UP"
"CAMK4",219.176662898793,1.05093146736287,0.082266329890742,12.774745983668,2.26887211480994e-37,9.26134813574708e-36,"UP"
"CD96",679.49018110684,1.47996629324925,0.0956388448008003,15.4745312569571,5.15473656146586e-54,3.4369802211966e-52,"UP"
"CD8A",932.83226100492,1.83797519909774,0.091301833096857,20.1307590083973,3.96869116208879e-90,8.74792913092888e-88,"UP"
"CIBAR2",166.19600299493,1.1911593871112,0.175347782813017,6.79312488588122,1.09730310473487e-11,1.13148436820652e-10,"UP"
"MCOLN2",273.631268522427,1.14140184184238,0.0820221898349384,13.9157689417868,5.08105288756322e-44,2.54541729682846e-42,"UP"
"GPR15",104.9840778737,1.06163685353445,0.158069419480797,6.7162697061934,1.86435580514798e-11,1.8639578636741e-10,"UP"
"ABI3BP",1317.25743701475,1.31349974142869,0.0995694735206051,13.1917915701028,9.78322432260841e-40,4.3027814767228e-38,"UP"
"GBP5",1626.62464318582,1.85585801775208,0.100107872021968,18.5385822340208,1.00845270511264e-76,1.39958295429558e-74,"UP"
"GPR26",3.15289352638105,1.41392448559813,0.287897438651589,4.91120897851837,9.05165544524067e-07,4.05140507458264e-06,"UP"
"SAMSN1",819.871927224323,1.23678022285104,0.0793179330241688,15.5926935523419,8.16183220150272e-55,5.58102511413704e-53,"UP"
"SLC7A7",1759.94571687304,1.15048487386267,0.064500812008955,17.8367502366163,3.66394687932961e-71,4.03810051359527e-69,"UP"
"GRIA1",81.4165521408158,1.02119331831621,0.180775584513943,5.64895597523264,1.614251856454e-08,1.00347122702462e-07,"UP"
"PIK3AP1",1615.68658837995,1.31307183923184,0.0709571263411175,18.5051439783429,1.87676761002032e-76,2.47627591136202e-74,"UP"
"VSIG4",2464.72534773896,1.45459914578385,0.0994121255043523,14.6320093087655,1.75525803397845e-48,9.90557666404222e-47,"UP"
"OTOA",20.7690627023299,1.03355089873827,0.0934586293551739,11.0589135093179,1.98487237534453e-28,6.05301984884875e-27,"UP"
"SLA",1584.3450528834,1.2409714683634,0.0645220304336708,19.233298456705,1.94833114002199e-82,3.31853929449563e-80,"UP"
"CXCL13",1722.54167337512,1.9156631349809,0.136366374548108,14.047914240802,7.93364034084454e-45,4.0613302028979e-43,"UP"
"MS4A1",683.480726617582,2.02079116088272,0.149625284742677,13.505679634014,1.44771549150737e-41,6.73061971436281e-40,"UP"
"ITGAD",34.1842590025497,1.47900862558529,0.117668103962628,12.5693248703577,3.11371455319253e-36,1.2255999132062e-34,"UP"
"ADGRG4",1.04306240577826,1.49318484517041,0.25491481997978,5.85758350687045,4.69650679136587e-09,3.19744735621478e-08,"UP"
"SUSD3",265.220389714869,1.09255629574263,0.0721938378608001,15.1336502964316,9.71535331279992e-52,6.04740397570164e-50,"UP"
"DUSP2",481.774257355252,1.07322307121311,0.0812028460115691,13.2165696638294,7.04021767319605e-40,3.11833376654849e-38,"UP"
"CD1C",290.152076570653,1.2737505386539,0.129515233951454,9.83475456741513,7.97618513760624e-23,2.00862640777138e-21,"UP"
"CD1B",58.5748908610476,1.57750759842644,0.147284625415557,10.7106060389914,9.07656668101436e-27,2.61628543593054e-25,"UP"
"CD1E",199.303172666266,1.23829518031594,0.145882660605018,8.48829583433955,2.09689225113584e-17,3.96842153709911e-16,"UP"
"NCF1",247.280892724704,1.53992728185891,0.0755555286990602,20.381397739833,2.44570808726807e-92,5.87471624654545e-90,"UP"
"SLAMF8",388.713379819637,1.59334166571181,0.0810781374838691,19.651927327867,5.56587712253926e-86,1.04282273767896e-83,"UP"
"HTR6",10.7709579617159,1.3666855399036,0.117701833538228,11.6114209848712,3.60573068328881e-31,1.21069838856809e-29,"UP"
"ITLN2",40.2434852745405,1.30136527340935,0.227633085551802,5.71694255364824,1.08457761986948e-08,6.94248250286115e-08,"UP"
"FCER1G",2624.72192231281,1.34158006919024,0.0687129708007167,19.5244078891761,6.81017746074507e-85,1.2509361265149e-82,"UP"
"C1QC",9936.64003639723,1.45222097891452,0.0807720034217577,17.9792615930501,2.83239513471068e-72,3.21622759054177e-70,"UP"
"RGL4",41.8475107139073,1.24516585331532,0.0715866892283809,17.3938181348617,9.19028581017975e-68,9.40924562511081e-66,"UP"
"TNFRSF13C",249.921617835268,1.20324810088879,0.118874544695461,10.1219996591477,4.41305911979384e-24,1.16949187649869e-22,"UP"
"UBASH3A",143.822304935325,1.58892892639221,0.0757489823864174,20.976241215844,1.08108430740413e-97,3.43308399720743e-95,"UP"
"GAB3",362.591142327728,1.1304519782606,0.0635842489850516,17.7788052277911,1.03154884571867e-70,1.11075282605661e-68,"UP"
"ITGB2",9977.29770489905,1.26063223034155,0.0791904467231393,15.9189937992002,4.67840046078259e-57,3.42400433723526e-55,"UP"
"S100B",527.265314194705,1.38709750637283,0.132657262137789,10.4562500689338,1.37177736432242e-25,3.81896295660399e-24,"UP"
"JAML",1185.64521116914,1.44630327142958,0.0749196709302781,19.3047200217356,4.90202617072977e-83,8.66456248441442e-81,"UP"
"CD3G",328.540527675909,1.48145969992783,0.0796272201681805,18.6049405818619,2.93016347170355e-77,4.0969808064058e-75,"UP"
"CXCR5",9.71453485485863,1.81837503380193,0.137141151391983,13.2591495356822,3.99399468044558e-40,1.79022689791455e-38,"UP"
"CCR5",669.486008824562,1.62649545926876,0.0666269432318718,24.4119778031586,1.27606454403034e-131,3.98472421615875e-128,"UP"
"FCRL3",183.287680234732,1.91787062772273,0.114320030572804,16.7763306055219,3.6362180543e-63,3.24419911739833e-61,"UP"
"HK3",767.432045819506,1.49311024541389,0.0936453119662295,15.9443138590038,3.12048622901303e-57,2.32005674550746e-55,"UP"
"SCGB3A1",12593.4821238565,1.41646981853495,0.227200594378383,6.23444591952055,4.53379918228663e-10,3.67569283770326e-09,"UP"
"IKZF3",1476.99067211393,1.00288989696536,0.0782960118514516,12.8089525028185,1.46093383731775e-37,6.01583656615064e-36,"UP"
"SIGLEC11",32.440790925653,1.31266934590335,0.105725560856166,12.4158182304577,2.14482790470538e-35,8.1512161506207e-34,"UP"
"CD300LG",32.5996714176004,1.70699722793012,0.199052152962605,8.57562805789296,9.85475360500442e-18,1.90545576412139e-16,"UP"
"TREML1",32.2703720068076,1.14854228428213,0.094878000245915,12.1054647157952,9.88082039707367e-34,3.57388129265584e-32,"UP"
"SCIMP",305.108079207222,1.61038381566786,0.0700252776766808,22.9971785774744,4.97437512846101e-117,5.17777180038031e-114,"UP"
"LAPTM5",7983.83570802945,1.33877918397609,0.0653662221717062,20.4812078700119,3.16706962119011e-93,7.70626187306725e-91,"UP"
"GBP4",2906.66189912715,1.53571412746177,0.0811468882445849,18.9251142056486,7.08358107567274e-80,1.13434166695559e-77,"UP"
"GFI1",210.228727856018,1.22528177232985,0.0793073150599551,15.4497951595455,7.56835894099087e-54,5.01062802538533e-52,"UP"
"CADM3",91.282326628475,1.04925752391331,0.138063814972252,7.59980103493587,2.9658638854354e-14,4.21292083074432e-13,"UP"
"NLRP3",262.506128259231,1.31524861352096,0.079050108308533,16.6381633329019,3.6875619621749e-62,3.21349585689809e-60,"UP"
"SLAMF6",443.246700902184,1.56466651537438,0.0794937411445937,19.6828894054484,3.02268199627558e-86,5.72050200830498e-84,"UP"
"FCMR",621.816455876855,1.365156342327,0.0811647926182544,16.8195629938684,1.75448091898164e-63,1.60350997551414e-61,"UP"
"HPGDS",155.398244849451,1.14929351768772,0.116804038086251,9.83950158331901,7.60868359779471e-23,1.91865808732546e-21,"UP"
"TNFAIP8L2",296.195035792779,1.34248331180224,0.0687681160928009,19.5218858400976,7.15481120781643e-85,1.30148099795775e-82,"UP"
"SPRR2D",116.798762408076,1.47402105093232,0.296427596566473,4.97261748907975,6.60549139863855e-07,3.04304123051123e-06,"UP"
"ARHGAP25",886.949510194675,1.13227872610253,0.0508281784557084,22.2765946076387,6.23197681038368e-110,4.3245302784944e-107,"UP"
"KBTBD8",162.931035010721,1.08599241317819,0.0698508643227596,15.547301006329,1.65953463116964e-54,1.11845470681994e-52,"UP"
"EOMES",131.86734361969,1.70919495402556,0.0959578138437897,17.8119413684014,5.70946897841684e-71,6.2193378360243e-69,"UP"
"FCRL4",25.7621381879536,1.70317791531593,0.144307786681011,11.8023978780907,3.79345282116668e-32,1.3089158758265e-30,"UP"
"TRAT1",105.486631568253,1.91794496595503,0.0887567289086363,21.6090091369784,1.47785949462906e-103,6.59266083127858e-101,"UP"
"FCRL1",85.6537871775721,1.90499183081205,0.13923689593944,13.6816597207152,1.30675540581422e-42,6.29392526563887e-41,"UP"
"MNDA",907.484986610417,1.44699277792267,0.0784502464819257,18.4447193324758,5.74967818557849e-76,7.48097017256935e-74,"UP"
"PYHIN1",138.711158471476,1.72560043094733,0.0785781662507462,21.9603041567663,6.90354364138254e-107,3.59291093513731e-104,"UP"
"AIM2",522.017715513867,1.18317657910038,0.148310777810206,7.97768440412667,1.49104044913914e-15,2.39179228211223e-14,"UP"
"CTLA4",205.752534297865,1.35685284389695,0.0870866011101289,15.5805006350069,9.87780900216312e-55,6.7054575892945e-53,"UP"
"ICOS",139.928025473514,1.66922404116382,0.0783168236099998,21.3137352132178,8.46641902721882e-101,3.23728218150963e-98,"UP"
"CD200R1",125.808731692866,1.37998843644541,0.0737223398596139,18.718728123297,3.48370444272279e-78,5.0597431347949e-76,"UP"
"DNASE1L3",115.032847199039,1.2080538505959,0.138185602219509,8.74225556926617,2.28501864413392e-18,4.60840789197989e-17,"UP"
"CPA3",1195.52035495701,1.02159629003324,0.126615582503526,8.06848785776261,7.11741453179529e-16,1.17180912713284e-14,"UP"
"CCR1",990.488948545442,1.11055067815319,0.0796893812486456,13.9359932371425,3.8283721740662e-44,1.92818228637915e-42,"UP"
"CSF2",102.933616099815,1.39831699405906,0.153340143766216,9.11905362623726,7.57831800895044e-20,1.67043960253759e-18,"UP"
"SAMD3",58.6030235821444,1.58196797481164,0.0782746294003928,20.2104818244429,7.91713626173204e-91,1.78717427710616e-88,"UP"
"IL22RA2",79.1628948412683,1.55573924470772,0.152885707395935,10.1758318106136,2.54218575289325e-24,6.83362873259797e-23,"UP"
"PI16",53.9466380831778,1.27923436815913,0.167760099838204,7.6253791538804,2.43318157825128e-14,3.48532798548288e-13,"UP"
"TAGAP",533.849504952889,1.40487866382033,0.061953084275326,22.6764927082064,7.64448395575254e-114,6.82033578071332e-111,"UP"
"NA.20",NA,NA,NA,NA,NA,NA,NA
"DCSTAMP",93.8391754337562,1.56585374876499,0.122398581692948,12.7930710234301,1.79248117817132e-37,7.34878060267349e-36,"UP"
"CYBB",5464.26441734546,1.66563409607507,0.0796507032163832,20.9117312065673,4.18759887016368e-97,1.24537861002201e-94,"UP"
"VEGFD",229.952443655541,1.2060641127322,0.16606601136044,7.26255844198298,3.79836313880813e-13,4.71298885885491e-12,"UP"
"FOLR2",1064.27131826909,1.37084410312357,0.0983075865390401,13.9444385869363,3.40113754436471e-44,1.72226251435722e-42,"UP"
"CLEC1B",9.80893581439168,1.02107776669989,0.129010209310268,7.91470513968558,2.47839759143025e-15,3.89230991391761e-14,"UP"
"NA.21",NA,NA,NA,NA,NA,NA,NA
"PLD4",272.80049231601,1.07663907609115,0.106392799371279,10.1194731453019,4.52846619015489e-24,1.19838054433251e-22,"UP"
"PRKCB",831.43526030677,1.28653033602661,0.0765901568658905,16.7975936944395,2.54147257640317e-63,2.28928029766778e-61,"UP"
"CLEC4E",195.051275869665,1.56976834219247,0.110918045623925,14.1525063244882,1.80217924741495e-45,9.32752220430013e-44,"UP"
"CLEC4D",23.2814702845003,1.51611934766924,0.111182925566169,13.6362606034049,2.43742233803294e-42,1.16202404390293e-40,"UP"
"B2M",150760.940796571,1.00419116116178,0.0579158203063394,17.3388058021145,2.39664626953874e-67,2.42721970303123e-65,"UP"
"MS4A7",1502.48743357643,1.17016759608717,0.0798521242501107,14.6541824287855,1.26672182093441e-48,7.2137690082149e-47,"UP"
"MS4A14",113.638832014062,1.06744097440243,0.0963341019491386,11.0806137474143,1.55800873938297e-28,4.79324330723798e-27,"UP"
"GNGT2",110.90874694162,1.05935660163019,0.0728099609047619,14.5496109112854,5.87361737086352e-48,3.26552210862015e-46,"UP"
"SNX20",582.572298055767,1.47260257580609,0.0606744587430916,24.270551502427,4.01276849869804e-130,1.07404615130866e-126,"UP"
"DPEP2",196.324583098424,1.25873962566842,0.081417962065797,15.4602202478513,6.43780361470357e-54,4.27725845833639e-52,"UP"
"CD3D",500.132056237729,1.56067961940614,0.0805505383377871,19.375160633458,1.2507062322245e-83,2.23173637780555e-81,"UP"
"NIBAN3",87.3927446943541,1.6243045456744,0.13387816870798,12.1327066343236,7.08677352754218e-34,2.58322546326907e-32,"UP"
"LAIR1",1946.11473367338,1.3745909978879,0.0680816587796266,20.1903276525225,1.19072191501273e-90,2.65587688091412e-88,"UP"
"NA.22",NA,NA,NA,NA,NA,NA,NA
"TMIGD2",29.7204237417021,1.49435301827667,0.100478769769293,14.8723259819743,4.98508266765393e-50,2.92791563828101e-48,"UP"
"KRT1",17.2083530809776,1.25279510117172,0.180993404717792,6.92177211166951,4.46028369279738e-12,4.79999283562617e-11,"UP"
"ACER1",2.27722031677532,1.03489198230652,0.142577661554931,7.25844407195442,3.91568226687664e-13,4.85534235289217e-12,"UP"
"CD300C",166.971427647682,1.30312525651483,0.0823449860136127,15.8251925174825,2.08560229976415e-56,1.46901671760831e-54,"UP"
"CD300A",784.343812869452,1.01334113571418,0.0725840197347373,13.9609398792943,2.69851529774312e-44,1.37017297069146e-42,"UP"
"NLRC3",426.303591829114,1.26242428239791,0.065693197130464,19.2169712777229,2.66901669641025e-82,4.46488364499486e-80,"UP"
"PTGDR",34.5043716403902,1.35267548909427,0.0900010063217203,15.0295596057999,4.7012079869244e-51,2.85054475220115e-49,"UP"
"XIRP1",68.4418341306448,1.02104083111218,0.14635374312971,6.97652693588607,3.02566351807724e-12,3.34644815080845e-11,"UP"
"LGI3",232.647159355269,1.24522434782167,0.216731744402618,5.74546359719435,9.16694779659783e-09,5.96775308954333e-08,"UP"
"SFTPC",51010.1550947894,1.56224502968898,0.246717606603736,6.33211812968894,2.41818225070448e-10,2.03261833329741e-09,"UP"
"GFRA2",60.8979533843501,1.13400736383914,0.104998664219203,10.8002075290377,3.43426465689691e-27,1.00381252124213e-25,"UP"
"IL7R",2646.96765767472,1.47975236060197,0.0842146805102821,17.571192476605,4.0947418937142e-69,4.26217134003495e-67,"UP"
"BTNL3",3.63250973654179,1.03066484497587,0.242911372838585,4.24296661342716,2.20584262645955e-05,7.51898043271054e-05,"UP"
"SIGLEC7",118.806332873793,1.30217017974096,0.081861393608602,15.9070121132672,5.66534611629525e-57,4.05137117690488e-55,"UP"
"KLK7",258.645682114368,1.30194312744491,0.264847061967452,4.91582998041681,8.84070998996941e-07,3.96646413726214e-06,"UP"
"RSPO1",29.5100656401772,1.10723353531681,0.132695207543108,8.34418631853833,7.17058648804266e-17,1.30308543588717e-15,"UP"
"CXCL10",1903.92353974481,1.87738097177006,0.120851546318003,15.5346044710922,2.0231664183914e-54,1.35863964211402e-52,"UP"
"CXCL11",436.490934764339,1.96855736369097,0.136346451207078,14.4379068634592,2.98778564555137e-47,1.6225841117406e-45,"UP"
"P2RY12",79.003604014981,1.73890616323264,0.113347246077543,15.3414063720879,4.04339120766468e-53,2.63045061343074e-51,"UP"
"C22orf15",46.8856551164914,1.22406502001276,0.16888038323487,7.24811844079248,4.22600998487049e-13,5.20911336029825e-12,"UP"
"RNASE2",75.9028656367547,1.08854293263896,0.107218103791833,10.1526038433994,3.22638201934039e-24,8.61103896215977e-23,"UP"
"PTAFR",1771.39557533235,1.18253712436464,0.0807803599451334,14.6389187318282,1.58569923628889e-48,8.97572836589385e-47,"UP"
"RNASE6",796.05294890759,1.10024013366834,0.0678113942438452,16.225003864571,3.35696464820622e-59,2.68786707900819e-57,"UP"
"CD52",1534.4184076579,1.55604171921812,0.0824836407330943,18.86485253789,2.21889511246563e-79,3.464434902263e-77,"UP"
"SPRR1B",271.815957621155,1.04977666449487,0.288682510097188,3.63644012982098,0.000276431854889155,0.00074628634484196,"UP"
"HTRA4",102.21138570978,1.52489483972816,0.109658260394333,13.9058820944689,5.83431157713324e-44,2.91497764557782e-42,"UP"
"GPR183",1010.74767598112,1.26640683846107,0.0852427884281103,14.8564689378868,6.31679985501455e-50,3.67551435042089e-48,"UP"
"GKN1",1.85512523086539,1.22356656045923,0.481033587378609,2.5436198065234,0.0109710426154446,0.020526608192827,"UP"
"NA.23",NA,NA,NA,NA,NA,NA,NA
"ITGAM",1617.25148718623,1.30400476478467,0.0860341627654614,15.1568251828001,6.82915652037686e-52,4.29366028744231e-50,"UP"
"SERPINA9",8.85159031151702,2.07830899500164,0.192074090044757,10.8203505976123,2.75720618563252e-27,8.10973549356528e-26,"UP"
"GPR25",27.1751658799546,1.43414437063932,0.114275808778183,12.5498509787237,3.98258822122442e-36,1.5545369356846e-34,"UP"
"NA.24",NA,NA,NA,NA,NA,NA,NA
"FABP4",255.804634244777,1.11607632063782,0.16702684140496,6.68201775983939,2.35674456066529e-11,2.32522201625197e-10,"UP"
"CD14",4918.89813285139,1.1573804528903,0.0773535903691524,14.9622072791575,1.29653374150629e-50,7.68729625976641e-49,"UP"
"MZB1",2272.88661931181,1.08705287969672,0.130177765632787,8.3505264851691,6.79593513965758e-17,1.23740175681851e-15,"UP"
"KRT72",1.70065666820124,1.30137438857474,0.205958452182116,6.31862579460454,2.63899432084123e-10,2.20733024978934e-09,"UP"
"OSCAR",575.299256615513,1.32348362838474,0.0868431980321453,15.239922738622,1.92097380090236e-52,1.23258099772968e-50,"UP"
"FPR2",137.993060336038,1.34324696934171,0.12017344915853,11.1775685789773,5.250891730172e-29,1.65068301101514e-27,"UP"
"FPR1",669.515883289545,1.24308601106605,0.0930651305393739,13.3571618484985,1.07588635260285e-40,4.86903543535436e-39,"UP"
"GIMAP8",779.518302910529,1.10111501184682,0.0677822869054758,16.244878450064,2.42822221992401e-59,1.95258246834748e-57,"UP"
"PTGER4",682.939671316765,1.13585789316261,0.0764102406138824,14.865257379601,5.54015652943946e-50,3.2437616479868e-48,"UP"
"NA.25",NA,NA,NA,NA,NA,NA,NA
"PTCRA",23.3359319797614,1.55544786882651,0.102931719446561,15.1114532739741,1.36104559395799e-51,8.38833889749897e-50,"UP"
"GPR82",62.3368133335035,1.11696284709323,0.0951559598806974,11.7382331962563,8.11643162133061e-32,2.77499019812501e-30,"UP"
"GPR34",408.49246842877,1.18155382911204,0.0940091118564259,12.5685032629236,3.1462387207746e-36,1.23580563254576e-34,"UP"
"DEFB4A",9.08722569616695,1.07376221349208,0.286214980300736,3.75159333855914,0.000175714312397923,0.000496333990213701,"UP"
"RASGRP4",142.592687562744,1.0386550899543,0.0766160459080164,13.5566261302664,7.23899201522832e-42,3.41636660950423e-40,"UP"
"ANGPTL7",8.36217643295296,1.14669051516862,0.171701821057557,6.67838295543894,2.41593059311992e-11,2.37860617933236e-10,"UP"
"C3AR1",1185.75972012776,1.37894831585538,0.0753139326110127,18.3093388971929,6.97109879989259e-75,8.76580584663004e-73,"UP"
"CYP4F22",17.7265954707189,1.22315276962145,0.112294145252449,10.8924001947891,1.25293891166957e-27,3.73806742819124e-26,"UP"
"CD8B",195.892370134068,1.40646657746561,0.104134717070965,13.5062217195745,1.43709785531763e-41,6.69787696946046e-40,"UP"
"CXCR6",437.318780825381,1.61306889748029,0.076686398748715,21.0346153138052,3.16328215581987e-98,1.03977639423581e-95,"UP"
"CLEC12A",228.608380476589,1.31546586382739,0.114268932268776,11.5120167635175,1.14762740148588e-30,3.81240194933323e-29,"UP"
"IL16",960.77959222175,1.35355389131473,0.064847808489854,20.8727777057649,9.46698049465802e-97,2.77145853981114e-94,"UP"
"NA.26",NA,NA,NA,NA,NA,NA,NA
"KLHL6",880.142380783749,1.28077274909146,0.0793459291277239,16.1416315010918,1.30057527494941e-58,1.01110283615984e-56,"UP"
"THEMIS",159.657544278573,1.83266520382296,0.0873462123288188,20.9816219268193,9.65438988524564e-98,3.11870084293038e-95,"UP"
"CCL19",1170.44648954072,2.04800853758665,0.122141718333127,16.7674776934196,4.22047842542414e-63,3.74762482363728e-61,"UP"
"COL6A5",236.514875195782,1.42162262496775,0.129110466754537,11.0109014451208,3.38598733315538e-28,1.02653492999999e-26,"UP"
"KRT2",1.94087062834111,1.01012474432596,0.208420193058453,4.84657810504312,1.25609150134697e-06,5.45529215791303e-06,"UP"
