	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-44-4112-01A	857.081845000105	1242.28090194444	2099.36274694455
TCGA-44-3918-01A	1463.1642286192	2187.27433740202	3650.43856602122
TCGA-49-4490-01A	366.258520823217	1047.55997080653	1413.81849162974
TCGA-95-8494-01A	-222.518806812347	1392.2444040774	1169.72559726505
TCGA-MP-A4T9-01A	617.350046495595	1677.71162793913	2295.06167443473
TCGA-69-7760-01A	-420.865964798755	90.1715428662499	-330.694421932505
TCGA-55-7573-01A	421.397930202276	1844.65175071122	2266.0496809135
TCGA-44-6147-01A	813.937861764599	1302.29624655893	2116.23410832353
TCGA-MP-A4SY-01A	736.547914036468	996.695141741054	1733.24305577752
TCGA-MP-A4TJ-01A	1104.37898279992	2939.59704785285	4043.97603065278
TCGA-55-6970-01A	242.300592502197	1730.49299299829	1972.79358550048
TCGA-49-AARQ-01A	-804.735243131632	1279.95355923241	475.218316100778
TCGA-44-A47B-01A	-17.2783082865882	1366.35035253822	1349.07204425163
TCGA-05-4384-01A	267.832952726268	1355.15780493921	1622.99075766548
TCGA-44-7660-01A	-516.833904899705	830.123038066475	313.28913316677
TCGA-99-7458-01A	1008.2115404722	2128.8579841485	3137.06952462069
TCGA-75-6205-01A	1467.45298446741	2884.97813086872	4352.43111533613
TCGA-50-5045-01A	1616.71747707187	2677.46711305924	4294.18459013111
TCGA-69-7979-01A	58.9361237928749	385.544424935395	444.48054872827
TCGA-49-AARR-01A	701.749672181015	1944.41353694085	2646.16320912187
TCGA-L9-A743-01A	876.95835663299	2472.94164772924	3349.90000436223
TCGA-55-7725-01A	0.59823033448046	2072.5819645015	2073.18019483598
TCGA-86-7711-01A	811.201429359918	1700.9083084089	2512.10973776882
TCGA-49-6743-01A	633.017436881086	1286.11160744618	1919.12904432727
TCGA-44-7662-01A	1362.30299734054	1640.50688773725	3002.8098850778
TCGA-69-8255-01A	-674.531478026571	1917.26866205536	1242.73718402879
TCGA-62-A46Y-01A	13.6013318060522	2029.86511590861	2043.46644771466
TCGA-35-5375-01A	204.473547980992	1585.06765586663	1789.54120384762
TCGA-97-A4M3-01A	195.004009971539	478.072399147418	673.076409118957
TCGA-NJ-A4YF-01A	-546.159067493094	470.578076555906	-75.5809909371884
TCGA-91-6830-01A	953.28346190917	1743.79601343712	2697.07947534629
TCGA-49-AAR3-01A	864.908554229012	2480.10456932555	3345.01312355456
TCGA-78-7163-01A	-1555.93819477552	300.967031326806	-1254.97116344871
TCGA-05-5429-01A	-70.881384830126	635.228987872733	564.347603042607
TCGA-80-5607-01A	43.799056628542	1766.72573371127	1810.52479033981
TCGA-78-7145-01A	303.701357933707	977.887553829561	1281.58891176327
