	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-49-4510-01A	-58.8006682927232	770.274852606089	711.474184313366
TCGA-38-4630-01A	-185.285756998804	284.135808526477	98.8500515276732
TCGA-MP-A4TK-01A	1444.29046878389	2001.84999997835	3446.14046876224
TCGA-64-1676-01A	839.622230343172	2058.53372520433	2898.1559555475
TCGA-49-AAR2-01A	-495.164007920454	1432.69068790772	937.526679987266
TCGA-55-7570-01A	-600.836262742159	-97.5176568440342	-698.353919586193
TCGA-44-3398-01A	1442.93057262604	2252.76142817703	3695.69200080307
TCGA-50-5044-01A	416.91812932518	1603.03590807253	2019.95403739771
TCGA-78-7539-01A	40.9470213792988	2100.72258408825	2141.66960546755
TCGA-53-A4EZ-01A	-816.450571494989	451.814929764841	-364.635641730149
TCGA-91-6847-01A	-1656.08013876509	-443.742621177	-2099.82275994209
TCGA-78-7156-01A	-522.23275544763	328.709116107771	-193.523639339859
TCGA-L9-A8F4-01A	280.745050515969	2069.62711913051	2350.37216964648
TCGA-55-8205-01A	890.866255921583	2652.65010624136	3543.51636216294
TCGA-44-7667-01A	-312.152656695678	358.705876620042	46.553219924364
TCGA-05-5425-01A	546.505905691147	2284.79383234456	2831.2997380357
TCGA-55-8206-01A	598.494781057464	2288.42126788348	2886.91604894095
TCGA-99-8028-01A	1500.73047503075	3023.94012004835	4524.6705950791
TCGA-78-8655-01A	364.690822077382	1824.92291416032	2189.6137362377
TCGA-97-8552-01A	284.721151948651	1947.30429264557	2232.02544459422
TCGA-55-6975-01A	1060.44539489021	891.340127544721	1951.78552243493
TCGA-95-7944-01A	281.797762480903	2283.84243041207	2565.64019289297
TCGA-55-1592-01A	218.392985283394	1254.30623255325	1472.69921783664
TCGA-55-7910-01A	-281.256492523365	577.575083143164	296.318590619798
TCGA-NJ-A55A-01A	535.798456967789	2009.96866897403	2545.76712594182
TCGA-73-7498-01A	514.72192557539	1293.93552438534	1808.65744996073
TCGA-55-A494-01A	-1105.25494826914	-613.032739150957	-1718.2876874201
TCGA-78-7152-01A	94.5824354987275	1565.70769906903	1660.29013456776
TCGA-49-4506-01A	-14.6687955066486	1847.46877618471	1832.79998067806
TCGA-62-A46R-01A	237.563688988329	1784.57093543188	2022.13462442021
TCGA-97-A4M7-01A	625.862021238302	2226.31878808488	2852.18080932318
TCGA-97-A4M1-01A	258.276507380249	1699.55330715674	1957.82981453699
TCGA-64-5775-01A	111.329488869136	925.702342970723	1037.03183183986
TCGA-91-7771-01A	901.45315278768	2180.0234597632	3081.47661255088
TCGA-95-7043-01A	-367.620640423247	-70.3161522714671	-437.936792694714
TCGA-44-2662-01A	859.948576744769	1843.78819697382	2703.73677371859
TCGA-44-7661-01A	1098.70251757069	2163.28689876904	3261.98941633973
TCGA-MN-A4N4-01A	782.543515603363	1080.06784994969	1862.61136555305
TCGA-38-4628-01A	605.69686175563	1157.86136162817	1763.5582233838
TCGA-99-AA5R-01A	1127.26264541365	2766.91596482726	3894.17861024091
TCGA-05-4415-01A	-807.111132572157	662.185016186908	-144.926116385248
TCGA-49-AARE-01A	52.859361949804	1145.00580312989	1197.86516507969
TCGA-55-A493-01A	358.370268514275	2198.47013664798	2556.84040516225
TCGA-62-A46S-01A	-139.88329275876	1233.34623953125	1093.46294677249
TCGA-86-A4JF-01A	-50.6803932879139	1689.25424460296	1638.57385131504
TCGA-55-6985-01A	796.05424578243	1959.14636588988	2755.20061167232
TCGA-J2-A4AE-01A	-273.023265754378	1658.32859166158	1385.3053259072
TCGA-78-7147-01A	-677.768491386277	1051.41511142994	373.646620043666
TCGA-93-7347-01A	1128.51443532732	2606.80220572198	3735.3166410493
TCGA-91-A4BC-01A	1122.72271195311	2616.83153082334	3739.55424277645
TCGA-MP-A4TI-01A	1383.70018752865	2938.13316308861	4321.83335061726
TCGA-55-6712-01A	596.687488903136	2231.20467574486	2827.89216464799
TCGA-50-5941-01A	850.261277423871	2569.41692793613	3419.67820536
TCGA-64-1678-01A	-729.652357147773	57.8240038004082	-671.828353347365
TCGA-4B-A93V-01A	-670.006959383894	1019.51274551	349.505786126109
TCGA-55-8616-01A	-72.4634683348008	904.625703362522	832.162235027721
TCGA-62-A46V-01A	382.19437433344	797.787947383297	1179.98232171674
TCGA-69-7978-01A	1145.85113657253	2651.46241692575	3797.31355349828
TCGA-55-8505-01A	401.406211324203	329.436157647924	730.842368972126
TCGA-05-4250-01A	594.349441604517	1779.31108369531	2373.66052529983
TCGA-NJ-A4YG-01A	419.654463017644	1610.29576489596	2029.9502279136
TCGA-55-8302-01A	-144.771646221066	1394.72802054085	1249.95637431979
TCGA-64-1679-01A	1276.73900305494	1373.11710467347	2649.85610772841
TCGA-38-7271-01A	1380.41181041857	3007.89451611814	4388.30632653671
TCGA-55-8619-01A	846.501482911598	2624.69418705659	3471.19566996819
TCGA-86-8076-01A	427.961747521384	2405.12906709643	2833.09081461781
TCGA-73-7499-01A	324.689812579129	2161.02458470308	2485.71439728221
TCGA-44-6148-01A	653.509835965469	1308.93259073226	1962.44242669773
TCGA-55-8621-01A	1233.94344735592	2584.83242906401	3818.77587641993
TCGA-95-8039-01A	269.77379746604	1960.33929285732	2230.11309032336
TCGA-MP-A5C7-01A	-882.044493893188	-25.8061394185005	-907.850633311689
TCGA-50-5933-01A	1594.48513088178	1891.52934109519	3486.01447197697
TCGA-MP-A4T8-01A	165.035063082469	316.792693443847	481.827756526316
TCGA-55-6971-01A	827.583054061065	2680.98559458413	3508.5686486452
TCGA-NJ-A55R-01A	-192.763890496091	380.37847385488	187.614583358789
TCGA-64-5778-01A	-130.962149481633	2337.22094296115	2206.25879347951
TCGA-MP-A4TH-01A	343.917185293755	2256.19148719019	2600.10867248395
TCGA-50-5049-01A	1815.7875637406	3054.95259629063	4870.74016003123
TCGA-55-8203-01A	243.976273140357	1601.82632013277	1845.80259327313
TCGA-44-7670-01A	-829.171687189401	327.633075201676	-501.538611987725
TCGA-86-A4P7-01A	767.528354951082	2101.37002250592	2868.898377457
TCGA-05-4417-01A	1519.49120526475	2121.54946309443	3641.04066835918
TCGA-55-A491-01A	383.032819090923	1681.13009622204	2064.16291531296
TCGA-64-5815-01A	1657.11942048899	1934.67578737037	3591.79520785936
TCGA-05-4389-01A	-22.8724973452408	2008.5317594662	1985.65926212096
TCGA-78-7150-01A	220.713895675894	191.68690022734	412.400795903234
TCGA-55-8513-01A	754.847279161163	2234.91497582721	2989.76225498837
TCGA-86-8278-01A	670.915399720331	1362.71632891817	2033.6317286385
TCGA-05-4433-01A	-1.91634003017768	2018.27295912144	2016.35661909126
TCGA-73-4658-01A	1533.96915292893	2310.88593149673	3844.85508442566
TCGA-55-8301-01A	948.66084857009	2615.27788989776	3563.93873846785
TCGA-73-4668-01A	266.361140044516	722.867021860663	989.228161905178
TCGA-49-4487-01A	788.364804104245	2275.84333287043	3064.20813697468
TCGA-05-4390-01A	357.871886015518	717.776666284465	1075.64855229998
TCGA-44-6776-01A	-515.339683062119	268.650466324032	-246.689216738086
TCGA-49-4514-01A	-434.765847113696	1361.79616780735	927.030320693653
TCGA-50-8457-01A	912.538418398704	2234.20488133766	3146.74329973637
TCGA-55-1595-01A	728.672092786312	1247.27194981935	1975.94404260566
TCGA-55-6969-01A	1034.75038983383	2106.92629070964	3141.67668054347
TCGA-97-A4M0-01A	-93.2466836128933	2064.17904603624	1970.93236242335
TCGA-55-7728-01A	33.1028883198069	2734.05272907158	2767.15561739139
TCGA-95-7947-01A	-553.27173462683	1253.18055303457	699.90881840774
TCGA-80-5611-01A	-73.5056863230795	2024.75717180821	1951.25148548513
TCGA-62-A470-01A	-399.121256129196	681.218524485218	282.097268356023
TCGA-55-8087-01A	-69.5600656747777	843.03321413631	773.473148461532
TCGA-78-7148-01A	-191.170204703626	1018.75383584888	827.583631145254
TCGA-78-7155-01A	-1018.9682506148	-114.712025310999	-1133.6802759258
TCGA-97-7937-01A	-56.3228718717666	460.193549988112	403.870678116346
TCGA-64-5774-01A	-429.104481494353	121.886037656831	-307.218443837522
TCGA-78-7220-01A	-543.075799742129	135.582085628076	-407.493714114054
TCGA-78-7167-01A	-476.916204719045	119.222189128052	-357.694015590993
TCGA-86-8279-01A	477.057914023426	634.559624178258	1111.61753820168
TCGA-62-A471-01A	-1147.13705397382	397.317476353504	-749.81957762032
TCGA-97-A4M6-01A	591.665315671973	2244.97435423471	2836.63966990668
TCGA-L4-A4E5-01A	-427.405267297734	572.356277761868	144.951010464134
TCGA-55-A48X-01A	374.076926444217	2061.5139207551	2435.59084719932
TCGA-86-8055-01A	1422.28447769947	1497.46720045388	2919.75167815335
TCGA-55-6982-01A	1091.80585660872	1619.46922344991	2711.27508005863
TCGA-05-5423-01A	449.489054634889	2223.1081321016	2672.59718673649
TCGA-05-4382-01A	1400.60933593814	2072.2112195858	3472.82055552394
TCGA-55-6987-01A	817.6547183311	2937.19191039876	3754.84662872986
TCGA-91-6835-01A	1101.61723323865	2833.28902639324	3934.9062596319
TCGA-97-8171-01A	-958.805433502947	81.8449808371003	-876.960452665847
TCGA-53-7813-01A	-719.693207024683	937.500644123546	217.807437098863
TCGA-MP-A4T4-01A	987.915785693911	2446.0191060869	3433.93489178081
TCGA-05-4420-01A	-76.188469241346	470.196222096754	394.007752855408
TCGA-MP-A4T7-01A	-367.560393754519	1351.0218561494	983.461462394883
TCGA-49-AAR9-01A	-731.870050903663	50.619537082799	-681.250513820864
TCGA-44-7669-01A	78.6099343543082	1346.18992894809	1424.7998633024
TCGA-86-8674-01A	-756.250012324371	-63.3365164257675	-819.586528750138
TCGA-55-6981-01A	126.408389184932	998.867931343016	1125.27632052795
TCGA-49-4505-01A	739.552515575991	2118.53757801282	2858.09009358882
TCGA-91-A4BD-01A	-329.563819397848	1970.6924049412	1641.12858554336
TCGA-67-3771-01A	530.719810299919	1667.12339310117	2197.84320340109
TCGA-86-8054-01A	-408.245405329283	23.7886415061688	-384.456763823114
