	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-75-5126-01A	0	0.0946875932646175	0	0.0116083978342173	0	0.124007861700465	0.0412203467210465	0	0.0139249061731671	0	0.0135027625553688	0.00732080319890924	0.0162769223480668	0.137195133044795	0.0767255462388324	0.266862473732842	0.0283567974944279	0.020421039694893	0.0443994466138209	0	0.0425860925335381	0.0609038768509928
TCGA-95-A4VP-01A	0.11825085123248	0	0.0514945267499443	0.171350639916756	0	0.0929337186780687	0.00635171707754096	0.0481502089411833	0.13618036763377	0	0.027680568426651	0.0168927279685317	0.0187213746835477	0.0388762484046514	0.0497635267346538	0.139447837607567	0.0297101393438034	0.0199315901035923	0.0239851595435392	0	0	0.0102787969537182
TCGA-50-6673-01A	0.0486802190662643	0	0.125313673931979	0.0211141310041368	0	0.213535812426845	0.0191625994347097	0.0319107393160601	0.0244254998506008	0	0	0.016116844591036	0.00554918410885293	0.158413108275588	0.0344342272603595	0.178258226084583	0.0334196115648367	0.0620272094082136	0.0125983125724511	0	0	0.0150406011034837
TCGA-86-7701-01A	0.0731493928550269	0	0.210486681362994	0.0603362865808871	0	0.192310538340033	0.0852986574780055	0.0405982088098911	0.017049912095292	0.0252334370355193	0.0184568836210655	0	0	0.0287747282596466	0.0484780351327036	0.10330733711559	0.0317420362581367	0.0237250304873909	0.0333789040553043	0	0	0.00767393051251242
TCGA-L9-A50W-01A	0.0399141444721127	0	0.133211889721667	0.0296916784938841	0	0.227768773669715	0	0.0103943622770489	0.045000537000638	0	0	0.0484976077039865	0.00796704487799253	0.0219965288047202	0.0683993806756236	0.0463302113176144	0.196688118916277	0	0.119144220224084	0	0	0.0049955018446362
TCGA-75-6203-01A	0.016428664777749	0	0	0.0761459517914319	0	0.11630585323632	0	0.0116785100195697	0.00239934650360371	0	0.0269710570822154	0.0186584354729261	0.00795990641556012	0.185372211205143	0.0234285517036701	0.35273021177865	0.0332884635645083	0.0140783365610392	0.0966892137631629	0	0	0.0178652861244501
TCGA-95-7948-01A	0.0121300594987867	0	0.14919461903583	0.110480240275798	0	0.155893106648367	0.0155661990206138	0.0320465692224258	0	0.00502245955309471	0	0.0420942407540279	0.071535488703131	0	0.034344305487655	0.161188447791524	0.0955022113133442	0.0546037273709478	0.0603983253244554	0	0	0
TCGA-78-7158-01A	0.00732863077175917	0	0.028912209432421	0.0451468549532314	0	0.212668586208629	0	0.0118431033062396	0.0264660919465948	0	0	0.0373086281400225	0.0333852248584655	0.0241901579262021	0.0504073496801576	0.244839723420195	0.127763351978197	0.0291544123069796	0.110834992838252	0	0	0.00975068223265399
TCGA-49-4507-01A	0.0177466212321488	0	0.0720899045233575	0.355341629443151	0	0	0.0939882598672469	0.0194721127306844	0.0108585373032211	0	0	0.11064046440324	0	0.0322810677564885	0.0715212297679642	0.123378118936495	0.021003105698193	0	0.064884284234679	0	0.00405471361760412	0.00273995048552665
TCGA-05-4398-01A	0	0	0.131946668328861	0.0397986455405575	0	0.112530835964481	0.00405697549413317	0.0338608822521647	0.00882065023284372	0	0.0186025409511009	0	0.0383153386029608	0.0919102934563559	0.121815382443809	0.247678664529179	0.119959692314934	0	0	0.0246387782730934	0	0.00606465161552438
